user,seed,source,session_id,gatekeeper,gate_threshold,gate_score,gate_accepted,anomaly_threshold,anomaly_score,anomaly_flagged,final_accepted
user12,0,Genuine,user12:session_0166199610,T2_RandomForest,0.6141262030570976,0.20796438835041242,False,0.03913981438489411,0.04074813902336272,False,False
user12,0,Genuine,user12:session_0195566274,T2_RandomForest,0.6141262030570976,0.6362823898154539,True,0.03913981438489411,-0.004297538981587468,False,True
user12,0,Genuine,user12:session_0611188910,T2_RandomForest,0.6141262030570976,0.48091006638953004,False,0.03913981438489411,0.0043408215996721955,False,False
user12,0,Genuine,user12:session_0831009063,T2_RandomForest,0.6141262030570976,0.7169374451417748,True,0.03913981438489411,0.022071775343574407,False,True
user12,0,Genuine,user12:session_0893120027,T2_RandomForest,0.6141262030570976,0.7030113280127875,True,0.03913981438489411,0.020829184387584743,False,True
user12,0,Genuine,user12:session_1178629549,T2_RandomForest,0.6141262030570976,0.5536747258109583,False,0.03913981438489411,-0.003114895202422918,False,False
user12,0,Genuine,user12:session_1843905203,T2_RandomForest,0.6141262030570976,0.694915018290841,True,0.03913981438489411,0.013129718600255913,False,True
user12,0,Genuine,user12:session_3226676976,T2_RandomForest,0.6141262030570976,0.594890439318928,False,0.03913981438489411,0.004040456066397913,False,False
user12,0,Genuine,user12:session_3230049516,T2_RandomForest,0.6141262030570976,0.5878144721565789,False,0.03913981438489411,0.018352867965171327,False,False
user12,0,Genuine,user12:session_3267760096,T2_RandomForest,0.6141262030570976,0.5506273600921737,False,0.03913981438489411,0.006146777376974333,False,False
user12,0,Genuine,user12:session_3360873587,T2_RandomForest,0.6141262030570976,0.594219519385514,False,0.03913981438489411,-0.024827227717585665,False,False
user12,0,Genuine,user12:session_3487526409,T2_RandomForest,0.6141262030570976,0.6778335376253585,True,0.03913981438489411,-0.008414669361948346,False,True
user12,0,Genuine,user12:session_3571551367,T2_RandomForest,0.6141262030570976,0.5936284210877215,False,0.03913981438489411,0.008261900737882355,False,False
user12,0,Genuine,user12:session_3657391768,T2_RandomForest,0.6141262030570976,0.6055782678140167,False,0.03913981438489411,0.01038586293177668,False,False
user12,0,Genuine,user12:session_3678562948,T2_RandomForest,0.6141262030570976,0.5697755250969966,False,0.03913981438489411,0.030537161803324442,False,False
user12,0,Genuine,user12:session_3807007352,T2_RandomForest,0.6141262030570976,0.7562295112726553,True,0.03913981438489411,0.002840781727081465,False,True
user12,0,Genuine,user12:session_3958419196,T2_RandomForest,0.6141262030570976,0.47195237536399226,False,0.03913981438489411,0.03085331713492323,False,False
user12,0,Genuine,user12:session_4414280148,T2_RandomForest,0.6141262030570976,0.7244476656894756,True,0.03913981438489411,0.005242992581123929,False,True
user12,0,Genuine,user12:session_4905082660,T2_RandomForest,0.6141262030570976,0.5804582167090149,False,0.03913981438489411,0.0378565995301402,False,False
user12,0,Genuine,user12:session_5035500864,T2_RandomForest,0.6141262030570976,0.7345578042064165,True,0.03913981438489411,0.014353940219733574,False,True
user12,0,Genuine,user12:session_5052301661,T2_RandomForest,0.6141262030570976,0.48319856865150096,False,0.03913981438489411,0.03625687507699715,False,False
user12,0,Genuine,user12:session_5088690608,T2_RandomForest,0.6141262030570976,0.7366593047138689,True,0.03913981438489411,-0.011334524189255901,False,True
user12,0,Genuine,user12:session_5256432882,T2_RandomForest,0.6141262030570976,0.5593533917825099,False,0.03913981438489411,0.011298847356515096,False,False
user12,0,Genuine,user12:session_5518980455,T2_RandomForest,0.6141262030570976,0.6829195421014322,True,0.03913981438489411,-0.03352212578318464,False,True
